id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
12969,,PARK AVENUE HOTEL,LUNCHEON,COMMERCIAL,NY,BROADSIDE; HOTEL EMBLEM; COL; 5 X 7.5;,DAILY,SEPARATE PRICES FOR EACH ITEM; HOURS FOR LUNCH LISTED;,1900-2462,,,3/14/1900,Park Avenue Hotel,,Dollars,$,complete,2,80
12970,,PARK AVENUE HOTEL,TABLE D'HOTE DINNER - FROM 12.30 TO 2.30 & 5.30 TO 8 P.M.,COMMERCIAL,NY,BROADSIDE; HOTEL EMBLEM; COL; 4.5 X 7;,,PRICE FOR ENTIRE MEAL LISTED & HOURS;,1900-2463,,,3/14/1900,Park Avenue Hotel,,,,complete,2,17
12971,,PARK AVENUE HOTEL,DINNER,COMMERCIAL,NY,BROADSIDE; HOTEL EMBLEM; COL; 5 X 7.5;,DAILY,DINNER SERVED FROM 6 TO 8;PRICE UNLISTED;,1900-2464,,,3/14/1900,Park Avenue Hotel,,,,complete,2,46
12972,,PARK AVENUE HOTEL,DINNER-A LA CARTE,COMMERCIAL,NY,BROADSIDE; HOTEL EMBLEM; COL; 6 X 9.5;,,HOURS LISTED; ALL PRICES LISTED FOR EACH ITEM;,1900-2465,,,3/14/1900,Park Avenue Hotel,,Dollars,$,complete,2,151
12973,,BASFORD & GLENN'S IMPERIAL HOTEL & RESTAURANT,DAILY MENU,COMMERCIAL,"3 EXCHANGE PLACE,JERSEY CITY, N.J.",BOOKLET; 5.75 X 9;,,ALL SPECIAL DAILY ITEM HANDWRITTEN; FULL WINE LIST ON BACK PAGE;,1900-2466,,,3/14/1900,Basford & Glenn's Imperial Hotel & Restaurant,,Dollars,$,complete,4,147
12974,,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,"66TH ST & B'WAY, NY",BROADSIDE; HOTEL EMBLEM; 4.25 X 7.5;,,SEPARATE PRICES FOR EACH ITEM;,1900-2469,,,3/14/1900,Marie Antoinette Hotel,,Dollars,$,complete,2,82
12975,,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,66TH ST. & BWAY NY,BROADSIDE; HOTEL EMBLEM; GOLD TRIM; 6.5 X 9;,,EVERY ITEM PRICED SEPARATELY;,1900-2470,,,3/14/1900,Marie Antoinette Hotel,,Dollars,$,complete,2,121
12976,,SHERMAN SQUARE HOTEL,[LUNCH],COMMERCIAL,NY,BROADSIDE; HOTEL EMBLEM; COL; 4.75 X 6.75;,,,1900-2473,,,3/15/1900,Sherman Square Hotel,,,,complete,2,30
12978,,FRAULEIN EMMA HACKMACK & HERRN PAUL MOEHLKE,WEDDING RECEPTION,SOC;,"HANSA-GESELLSCHAFTSHAUS, HAMBURG-GERMANY",FOLDER; ILLUS; COL; 3.75 X 6;,RITE;,ALL IN GERMAN;,1900-2476,,,3/15/1900,Fraulein Emma Hackmack & Herrn Paul Moehlke,,,,complete,4,13
12979,,MANHATTAN CLUB,"BREAKFAST,LUNCH & DINNER",COMMERCIAL,[NY],FOLDER; 6 X 9.5;,,,1900-2477,,,3/15/1900,Manhattan Club,,Dollars,$,complete,4,271
12980,,CHAS.BRADLEY'S OYSTER & DINING ROOM,BILL OF FARE - BREAKFAST & SUPPER,COMMERCIAL,394 CANAL ST. NY,FOLDER; ILLUS; 6.5 X 10.5;,,COMMUTATION TICKETS AVAIABLE FOR SALE; WINE LIST ON BACK PAGE;,1900-2478,,,3/15/1900,Chas.Bradley's Oyster & Dining Room,,,,complete,4,235
12982,,BERT HOUGH & TONY FRANKER - PABST BLUE RIBBON,DINNER,COMMERCIAL,"CHICAGO ,ILL",BROADSIDE; ILLUS; COL; 5.25 X 7.75;,EVENING DINNER,,1900-2483,,,3/16/1900,Bert Hough & Tony Franker   Pabst Blue Ribbon,,Dollars,$,complete,2,50
12983,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FLORIDA",BROADSIDE; 4.5 X 7.25;,DAILY,,1900-2484,,,3/15/1900,Tampa Bay Hotel,,,,complete,2,51
12984,,ARLINGTON HOTEL,BREAKFAST,COMMERCIAL,"TORONTO,ONT,CANADA",CARD;ILL;COL;5X7;,DAILY;,COAT OF ARMS;,1900-2485,,,3/16/1900,Arlington Hotel,,,,complete,2,60
12985,,ARLINGTON HOTEL,LUNCHEON,COMMERCIAL,"TORONTO,ONT,CANADA",CARD;ILL;COL;5X7;,DAILY;,COAT OF ARMS;PRICED WINES;,1900-2486,,,3/16/1900,Arlington Hotel,,,,complete,2,37
12986,,CROMWELL STEAMSHIP COMPANY,LUNCH,COMMERCIAL,SS LOUISIANA,CARD;ILL;COL;4.5X9;,DAILY;,HANDWRITTEN ON FORM;,1900-2491,,,3/17/1900,Cromwell Steamship Company,,,,complete,2,21
12987,,WM.MANGLER CATERING CO.,LUNCHEON,COMMERCIAL,"119-121 LA SALLE ST.,CHICAGO,IL",CARD;COL;5.5X11,DAILY;,,1900-2492,,,3/17/1900,Wm.Mangler Catering Co.,,Dollars,$,complete,2,100
12988,,VOGELSANG'S,LUNCHEON,COMMERCIAL,178 & 180 MADISON ST.,CARD;COL;6X10.75;,DAILY;,,1900-2496,,,3/17/1900,Vogelsang's,,Dollars,$,complete,2,106
12991,,BOARD OF TRADE,FOURTH ANNUAL DINNER,COMMERCIAL,"HOTEL ST GEORGE,NYACK-ON-HUDSON,NY",BOOLET;ILL;COL;4/25X7;,ANNIVERSARY;,ILLUSTRATIONV OF DOOR CUT OUT ON THREE SIDES WHEN OPEN SHOWING A MESSAGE;TOASTS;NAMES;TWISTED CORD FASTENING ON RIGHT,1900-1084,,,2/15/1900,Board Of Trade,,,,complete,4,20
12992,,McGOWN'S PASS TAVERN,DAILY,COMMERCIAL,"CENTRAL PARK,NEW YORK,NY",CARD;7X11;,DAILY;,MANY ENTRIES BY HAND ON PRINTED MENU;WINE LIST;DATE IN OTHER HANDWRITTING;,1900-1085,,,2/15/1900,Mcgown's Pass Tavern,,Dollars,$,under review,2,282
12993,,PENNSYLVANIA RAILROAD,PERSONALLY CONDUCTED TOUR THROUGH MEXICO & CALIFORNIA,COMMERCIAL,"PULLMAN, EN ROUTE",CARD; 5.25X7;,,,1900-1086,,,2/15/1900,Pennsylvania Railroad,,,,complete,2,26
12994,,U.S.M.S.,LUNCHEON,NAV;,"""NEW YORK""",CARD; ILLUS; COL; 4X6.25;,,INCLUDES PRICED WINE LIST; U.S.M.S. FLAG AT TOP OF MENU;,1900-1088,,,2/15/1900,U.S.M.S.,,Dollars,$,complete,2,93
12995,,SUN LIFE INSURANCE COMPANY OF AMERICA,"BANQUET TENDERED TO THE STAFFS OF GALVESTON & HOUSTON, TEXAS",COMMERCIAL,"TREMONT HOTEL, GALVESTON, TX",BOOKLET; ILLUS; COL; 4.5X6;,COMPLIMENTARY/TESTIMONIAL,INCLUDES WINES SERVED WITH EACH COURSE; SILK RIBBON ATTACHMENT;,1900-1090,,,2/15/1900,Sun Life Insurance Company Of America,,,,complete,8,22
12996,,RED STAR LINE,DINNER,COMMERCIAL,S.S.WESTERNLAND,BROADSHEET; ILLUS; COL; 5.25X8;,,HANDWRITTEN; INCLUDES PRICED WINE LIST; DUTCH MARINE SCENE AT TOP OF MENU;,1900-1091,,,2/15/1900,Red Star Line,,Francs,FF,complete,2,52
12997,,TRANSPORTATION CLUB NEW YORK,MENU,SOC;,,"BROADSIDE; ILLUS; COL; 3,5X7;",,DECORATIVE BORDER & CLUB SEAL;,1900-1096,,,2/15/1900,Transportation Club New York,,,,complete,2,21
12998,,U.S.M.S,MENU,NAV;,"""ST.LOUIS""",CARD; ILLUS; COL; 4.X6.25;,,SERVICE FLAG AT TOP OF MENU;,1900-1098,,,2/15/1900,U.S.M.S,,Dollars,$,complete,2,100
12999,,U.S.M.S,DINNER,NAV;,"""NEW YORK""",CARD; ILLUS; COL; 4X6.25;,,INCLUDES PRICED WINE LIST;,1900-1100,,,2/15/1900,U.S.M.S,,Dollars,$,complete,2,99
13000,,,,,,,,,,,,4/9/1900,Claremont Hotel,,Dollars,$,complete,2,221
13001,,CHURCHILL HOTEL FIRE SUFFERERS,ANNUAL BANQUET,SOC;,"FRASER, THE, BAY CITY, MI",BOOKLET; ILLUS; COL; 5.25X7.25;,ANNIVERSARY;,"PHOTOGRAPHS ON COVER OF HOTEL BEFORE FIRE ON 1899/04/07 AND AFTER FIRE ON 1899/04/08; LIST OF ""SUFFERERS"" ON SPECIAL ATTACHMENT; INCLUDES PROGRAM & COMMITTEE ON ARRANGEMENTS; SILK CORD HOLDER; DECORATIVE BORDERS;",1900-2741,,,4/10/1900,Churchill Hotel Fire Sufferers,,,,complete,4,20
13002,,NEW YORK ALUMNI ASSOCIATION OF THE PHILLIPS EXETER ACADEMY,18TH ANNUAL DINNER,EDUC;,"MANHATTAN HOTEL, NEW YORK, NY",FOLDER; ILLUS; COL; 5X8;,ANNIVERSARY;,INCLUDES OFFICERS 189901900 AND EXECUTIVE COMMITTEE; SCHOOL SEAL ON BACK COVER;,1900-2745,,,4/10/1900,New York Alumni Association Of The Phillips Exeter Academy,,,,complete,4,18
13003,,ST.LOUIS COLLEGE OF PHARMACY,COMPLIMENTARY SUPPER TO CLASS OF 1900,EDUC;,"ST. LOUIS, MO",FOLDER; ILLUS; COL; 3.75X7;,COMPLIMENTARY/TESTIMONIAL,DECORATIVE WREATH ON COVER;,1900-2749,,,4/10/1900,St.Louis College Of Pharmacy,,,,complete,4,21
13004,,NORDDEUTSCHER LLOYDS BREMEN,DINNER,COMMERCIAL,"DAMPFER ""KAISER WILHELM DER GROSSE""",FOLDER; ILLUS; COL; 5.25X7.5;,,GERMAN & ENGLISH; INCLUDES CONCERT PROGRAM; MYTHICAL FIGURES & MARITIME SKETCHES ON COVER;,1900-2751,,,4/10/1900,Norddeutscher Lloyds Bremen,,,,complete,4,35
13005,,BATTERY PARK HOTEL,DINNER,COMMERCIAL,"NEW YORK CITY, NY",FOLDER; ILLUS; 4.5 X 7.5;,,PRICED WINE LIST; DRAWING OF HOTEL; POINTS OF INTEREST WITH DISTANCES FROM BATTERY PARK;,1900-2757,,,4/11/1900,Battery Park Hotel,,Dollars,$,complete,4,130
13006,,PHILITSCIKOMA,LUNCHEON,COMMERCIAL,"HOTEL SAVOY, NES YORK, [NY];",FOLDER; 3.0X3.0;,,MENU IN FRENCH;,1900-3077,,,5/3/1900,Philitscikoma,,,,complete,4,14
13007,,PACIFIC MAIL STEAMSHIP COMPANY,DINNER,COM,[SS CITY OF RIO DE JANEIRO?],FOLDER; 5.5X8.5;,DAILY,,1900-3082,,,5/3/1900,Pacific Mail Steamship Company,,,,complete,4,26
13008,,(HARVARD UNIVERSITY),FRESHMAN CLASS DINNER,EDUC;,"HOTEL VENDOME, [BOSTON, MA];",FOLDER; ILLUS; 5.5X7.0;,,ILLUS; LINE OF WAITERS CARRYING PUNCH BOWL AND MUGS; HARVARD LOGO AND MOTTO; MAROON AND WHITE SATIN RIBBON; LIST OF TOASTS; LYRICS TO CLASS SONG;,1900-3086,,,5/3/1900,Harvard University,,,,complete,4,26
13009,,BAPTIST SOCIAL UNION OF NEW YORK,[DINNER],RELIG;,"HOTEL MANHATTAN, NEW YORK, [NY];",CARD; 4.75X6.75;,,,1900-3087,,,5/3/1900,Baptist Social Union Of New York,,,,complete,2,19
13012,,HOTEL MANHATTAN,[DINNER],COMMERCIAL,"NEW YORK, [NY]",CARD: 3.25X6.25;,,,1900-3092,,,5/4/1900,Hotel Manhattan,,,,complete,2,20
13013,,HOTEL SAVOY,CAFE/HALF PORTION BREAKFAST,COMMERCIAL,FIFTH AVENUE & FIFTY-NINTH STREET;,CARD; COL; 5.5X7.25;,,PRICED MENU; DATE HAND-WRITTEN [BY FEB?]; PRINTED IN GREEN; CREST WITH EAGLE;,1900-3093,,,5/4/1900,Hotel Savoy,,Dollars,$,complete,2,100
13014,,PACIFIC MAIL STEAMSHIP COMPANY,BREAKFAST,COM,SS CITY OF RIO DE JANEIRO,BROADSIDE; 5.75X8.75,DAILY,,1900-3097,,,5/4/1900,Pacific Mail Steamship Company,,,,complete,2,17
13015,,PACIFIC MAIL STEAMSHIP COMPANY,DINNER,COM,[SS CITY OF RIO DE JANEIRO],FOLDER; 5.75X8.75,DAILY,"2 COPIES; ""CITY OF RIO DE JANIERO"" PRINTED ON SECOND COPY;",1900-3099,,,5/4/1900,Pacific Mail Steamship Company,,,,complete,4,31
13017,,ROUND TABLE CLUB,[DINNER],SOC;,[ROUND TABLE CLUB],CARD; 5.5X8.0;,,"EDGES OF CARD BEVELED AND TIPPED IN GOLD; MONOGRAM ""RC"" EMBOSSED IN GOLD; WINES LISTED;",1900-3107,,,5/4/1900,Round Table Club,,,,complete,2,23
13020,,SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,LUNCHEON;,COMMERCIAL,CAFE CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3110,,,5/1/1900,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,,Dollars,$,complete,2,64
13021,,SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,WINE LIST;,COMMERCIAL,CAFE CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3111,,,5/1/1900,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,,Dollars,$,complete,2,32
13022,,SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,SUPPER;,COMMERCIAL,CAFE CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3112,,,5/1/1900,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,,Dollars,$,complete,2,67
13023,,SOUTHERN RAILWAY; WASHINGTON AND SOUTHWESTERN LIMITED;,LUNCHEON;,COMMERCIAL,DINING CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3113,,,5/1/1900,Southern Railway; Washington And Southwestern Limited;,,,,complete,2,31
13024,,SOUTHERN RAILWAY; WASHINGTON AND SOUTHWESTERN LIMITED;,DINNER;,COMMERCIAL,DINING CAR;,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3114,,,5/1/1900,Southern Railway; Washington And Southwestern Limited;,,,,complete,2,28
13025,,CUNARD LINE,MENU,COMMERCIAL,"R.M.S. ""ETRURIA""",CARD; ILLUS; COL; 4.5X6.25;,,STEAMSHIP CO. PRICED WINE LIST ON BACK;,1900-2263,,,3/3/1900,Cunard Line,,,,complete,2,87
13026,,QUEBEC STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,"S.S. ""TRINIDAD""",BROADSIDE; ILLUS; COL; 5.5X8.5;,,MENU HANDWRITTEN IN FADED LAVENDAR INK; STEAMSHIP CO. FLAG AT TOP OF MENU; NAME OF CAPTAIN IS ON MENU;,1900-2264,,,3/3/1900,Quebec Steamship Company,,,,complete,2,29
13027,,TIMEO HOTEL,MENU,COMMERCIAL,"[TAORMINA, SICILY]",BROADSIDE; 3.75X6;,,FRENCH; [PLACE & DATE INFO SUPPLIED BY FEB];,1900-2271,,,3/4/1900,Timeo Hotel,,,,complete,2,5
13028,,PRINCESS HOTEL,BREAKFAST,COMMERCIAL,BERMUDA,CARD; ILLUS; 5X7.5;,,COFFEEPOT & CUP AT TOP OF MENU; [DATE INFO SUPPLED BY FEB];,1900-2272,,,3/4/1900,Princess Hotel,,,,complete,2,56
13029,,CUNARD LINE,BREAKFAST,COMMERCIAL,"R.M.S. ""ETRURIA""",CARD; ILLUS; COL; 4.25X6.5;,,STEAMSHIP CO. PRICED WINE LIST ON BACK; COMPANY FLAG AT TOP OF MENU;,1900-2273,,,3/4/1900,Cunard Line,,,,complete,2,83
13030,,CUNARD LINE,DINNER,COMMERCIAL,"R.M.S. ""ETRURIA""",CARD; ILLUS; COL; 4.25X6.5;,,STEAMSHIP CO. PRICED WINE LIST ON BACK; COMPANY FLAG AT TOP OF MENU;,1900-2275,,,3/4/1900,Cunard Line,,Shillings,s,complete,2,94
13031,,LEGATION DES ETAT-UNIS D'AMERIQUE,DINNER,GOVT;,"PETROPOLIS, BRAZIL",CARD; ILLUS; COL; 4X8;,,FRENCH; HANDWRITTEN; EAGLE AT TOP OF MENU;,1900-2277,,,3/4/1900,Legation Des Etat Unis D'amerique,,,,complete,2,12
13032,,SHERMAN SQUARE HOTEL,LUNCH,COMMERCIAL,"NEW YORK, NY",CARD; ILLUS; COL; 4.75X6.75;,,TABLE D'HOTE MENU; HOTEL SEAL AT TOP OF MENU;,1900-2278,,,3/4/1900,Sherman Square Hotel,,,,complete,2,31
13033,,PRINCESS HOTEL,LUNCH,COMMERCIAL,"HAMILTON, BERMUDA",BROADSHEET; ILLUS; COL; 5.5X8.75;,,ILLUSTRATION OF HOTEL AT TOP OF MENU; PRICED WINE LIST ON BACK;,1900-2283,,,3/4/1900,Princess Hotel,,Dollars,$,complete,2,126
13034,,OCCIDENTAL & ORIENTAL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. COPTIC,BROADSIDE; COL; 5.5 X 8.5;,,HANDWRITTEN; PINK PAPER;,1900-2292,,,3/5/1900,Occidental & Oriental Steamship Co.,,,,complete,2,25
13035,,ARLINGTON HOTEL,DINNER,COMMERCIAL,"TORONTO,ONT,CANADA",CARD;ILL;COL;5X7;,DAILY;,SHAMROCKS;COAT OF ARMS;PRICED WINES;,1900-2498,,,3/17/1900,Arlington Hotel,,,,complete,2,43
13038,,ARLINGTON hOTEL,DINNER,COMMERCIAL,"TORONTO,ONT,CANADA",CARD;ILL;COL;5X7;,DAILY;,COAT OF ARMS;PRICED WINES;,1900-2504,,,3/18/1900,Arlington Hotel,,Dollars,$,complete,2,42
13039,,FRIENDS OF ALBERT STETTHEIMER,DINNER TO ALBERT STETTHEIMER,OTHER(PERSONAL);,,BOOKLET;ILL;COL;10.75X13,COMPLIMENTARY/TESTIMONIAL,PHOTOGRAPHS AND DATES OF VARIOUS MUSICAL EVENTS INCLUDING ALBERT STETTHEIMER;PHOTOGRAPH OF BUILDING PASTED ON FRONT COVER;HAND LETTERING AND DECORATION;RIBBON FASTENING AT LEFT;WINES SERVED;FRENCH MENU WITH PERSONAL REFERENCES;,1900-2505,,,3/15/1900,Friends Of Albert Stettheimer,,,,complete,8,29
13041,,HOTEL ORMOND,DINNER,COMMERCIAL,"ORMOND, FL",BOOKLET; ILLUS; COL; 4.5X6.25;,,"FRONT COVER DIVIDED WITH DIAGONAL LINE OF GOLF BALLS AND TOWEL; UPPER HALF PALE YELLOW WITH CROSSED GOLF CLUBS IN UPPER LEFT CORNER; GOLF CUP FLAG IN UPPER RIGHT; CENTER, PALE BLUE FLAG WITH F.E.C.G.CLUB; WITH CROSSED FLAGS, AMERICAN ON LEFT, GREAT BRITAI",1900-2511,,,3/16/1900,Hotel Ormond,,,,complete,8,58
13042,,MILLS HOTEL RESTAURANT,REGULAR DINNER,COMMERCIAL,"BLEECKER, THOMPSON AND SULLIVAN STREETS; ENTRANCE ON BLEECKER STREET;",BROADSIDE; 6.0X10.0;,,"REGULAR DINNER, SOUP, ONE MEAT DISH, TWO VEGETABLES, DESSERT, TEN, COFFEE OR MILK, 15 CENTS; DINNER FROM 11:30 A.M. TO 9 P.M.; SPECIAL AFTER 5 P.M. -- FRICASSEED CHICKEN WITH DUMPLING; A LA CARTE MENU ON REVERSE SIDE;",1900-2517,,,,Mills Hotel Restaurant,,Cents,c,complete,2,98
13043,,CHILDS' LUNCH ROOMS,BILL OF FARE/[BREAKFAST] ONE SIDE; BILL OF FARE/[LUNCH] REVERSE SIDE;,COMMERCIAL,"54 BEAVER STREET [NEW YORK, NY];",CARE; 4.25X8.0;,,"THIS MENU SAYS: ""CHILDS' LUNCH ROOMS THROUGHOUT THE CITY; BILL OF FARE FOR 54 BEAVER ST."" ; 17 ADDITIONAL LOCATIONS IN NEW YORK CITY LISTED; 1 LOCATION IN NEW HAVEN, CT; 5 LOCATIONS IN PHILADELPHIA, PA; NOTATION: ""MILK EXPRESSED FROM OUR OWN DAIRY EVERY M",1900-2518,,,1/1/1900,Childs' Lunch Rooms,,Dollars,$,complete,2,41
13044,,PABST BLUE RIBBON,EVENING DINNER,COMMERCIAL,"122-124 S. CLARK STREET, CHICAGO [IL];",CARD; 4.5X8.75;,,PABST BLUE RIBBON LOGO;,1900-2526,,,3/20/1900,Pabst Blue Ribbon,,Dollars,$,complete,2,52
13045,,SIXTH MASONIC DISTRICT,NINTH ANNUAL DINNER OF MASTERS' AND PAST MASTERS' ASSOCIATION,SOC;,HOTEL SAVOY,FOLDER; ILLUS; COL; 5.5 X 8.5;,ANNIVERSARY;,FRENCH; BLUE PAPER DARKER BLUE ORNAMENTAL STICKERS; PHOTOGRAPHS OF DIGNITARIES; LIST OF COMMITTEE MEMBERS;,1900-2761,,,4/11/1900,Sixth Masonic District,,,,complete,4,19
13047,,NEW YORK BOARD OF EDUCATION,DINNER COMMEMORATING THE OPENING OF THE NEW HALL OF THE BOARD OF EDUCATION,EDUC;,"DELMONICO'S, NEW YORK, NY",BOOKLET; ILLUS; COL; 6.75X8.25;,COMPLIMENTARY/TESTIMONIAL,FRENCH; LISTS WINES SERVED WITH INDIVIDUAL COURSES; GUESTS LISTED; BOARD OF EDUCATION MEMBERS INCLUDED; SILK RIBBON ATTACHMENTS;,1900-2049,,,2/22/1900,New York Board Of Education,,,,complete,8,32
13049,,U.S.M.S NEW YORK,BREAKFAST,COMMERCIAL,EN ROUTE,CARD; ILLUS; 4 X 6.25;,,SMALL FLAG LOGO;,1900-2058,,,2/22/1900,U.S.M.S New York,,,,complete,2,27
13050,,R.M.S. OCEANIC,LUNCHEON,COMMERCIAL,EN ROUTE,CARD; ILLUS; 3.5 X 5.75;,,SMALL FLAG LOGO;,1900-2061,,,2/23/1900,R.M.S. Oceanic,,,,complete,2,29
13052,,CUNARD LINE,DINNER,COMMERCIAL,EN ROUTE ABOARD THE R.M.S. ETRURIA,CARD; ILLUS; 4.25 X 6.5;,,SMALL FLAG LOGO; WINE LIST PRICED IN BRITISH CURRENCY ON REAR OF MENU;,1900-2066,,,2/23/1900,Cunard Line,,,,complete,2,72
13053,,GRAND TRUNK RAILWAY SYSTEM,LUNCHEON,COMMERCIAL,EN ROUTE IN DINING CAR,CARD; COL; 3.5 X 9.5;,,"MENU IS STAMPED GRAND TRUNK RAILWAY DINING CAR SYSTEM, LONDON, HOWEVER REAR OF MENU CONTAINS INFORMATION ABOUT A NIAGARA FALLS BRIDGE, AND PRICES ARE IN AMERICAN CURRENCY;",1900-2068,,,2/24/1900,Grand Trunk Railway System,,Cents,c,complete,2,41
13054,,HOTEL ORMOND,WASHINGTON'S BIRTHDAY DINNER,COMMERCIAL,"ORMOND, FL;",BOOKLET; ILLUS; COL; 5 X 7;,PATRIOTIC HOLIDAY;,"RUST COLOR LACE PATTERN WITH INSET OF PORTRAIT OF WASHINGTON; MUSIC AND WORDS TO SONG TOGETHER WITH DRAWING OF A CHERRY TREE AND HATCHET ON REAR COVER; RED, WHITE, AND BLUE RIBBON;",1900-2070,,,2/22/1900,Hotel Ormond,,,,complete,8,65
13057,,HIRAM LEDGE NO. 6.6 FREE AND ACCEPTED MASONS,WASHINGTON'S BIRTHDAY DINNER,SOC;,"LOGAN HOUSE, ALTOONA, PA",BOOKLET; ILLUS; 5.5 X 7.5;,PATRIOTIC HOLIDAY;,MASONIC SYMBOLS ON COVER ALONG WITH PORTRAIT OF WASHINGTON SURROUNDED BY LAUREL WREATH; BLUE RIBBON; MUSICAL PROGRAM;,1900-2073,,,2/22/1900,Hiram Ledge No. 6.6 Free And Accepted Masons,,,,complete,8,21
13058,,SOCIETY OF THE CINCINNATI IN THE STATE OF NEW JERSEY,WASHINGTON'S BIRTHDAY DINNER,PATR;,"WALDORF ASTORIA, THE, [NY,NY]",BOOKLET; ILLUS; CO; 8 X 10;,PATRIOTIC HOLIDAY;,"FRENCH; DRAWING OF WASHINGTON AT TRENTON, NJ OF DECMBER 26, 1776; MADAL SUSPENDED FROM BLUE RIBBON;",1900-2074,,,2/22/1900,Society Of The Cincinnati In The State Of New Jersey,,,,complete,8,19
13059,,LAMBERT'S RESTAURANT,DAILY MENU,COMMERCIAL,84 BEAVER AND 131 PEARL STREETS NY,BROADSIDE; 7 X 11;,,PRICED MENU; TABLE D'HOTE DINNER; HANDWRITTEN;,1900-2075,,,2/23/1900,Lambert's Restaurant,,Dollars,$,complete,2,28
13060,,SIEGEL COOPER CO.,HAZEL'S PURE FOOD LUNCHEON,COMMERCIAL,6TH AVENUE AND 18TH STREET,BOOKLET; ILLUS; COL; 4.75 X 6.75;,,DRAWING OF WAITER AND WAITRESS ON CVER; MOTTO READING DAINTY FOOD FOR DAINTY PEOPLE ON REAR COVER; PRICED MENU;,1900-2076,,,2/23/1900,Siegel Cooper Co.,,Dollars,$,complete,12,138
13061,,U.S.M.S,BREAKFAST,NAV;,"""ST.LOUIS""",BROADSIDE; ILLUS; COL; 4X6.25;,,SERVICE FLAG AT TOP OF MENU;,1900-1109,,,2/16/1900,U.S.M.S,,,,complete,2,28
13062,,U.S.M.S.,LUNCHEON,NAV;,"""ST.LOUIS""",CARD; ILLUS; COL; 4X6.25;,,INCLUDES PRICED WINE LIST; SERVICE FLAG AT TOP OF MENU;,1900-1110,,,2/16/1900,U.S.M.S.,,Dollars,$,complete,2,92
13063,,U.S.M.S.,[?DINNER?],NAV;,"""ST.LOUIS""",CARD; ILLUS; COL; 4X6.25;,,INCLUDES PRICED WINE LIST; SERVICE FLAG AT TOP OF MENU;,1900-1111,,,2/16/1900,U.S.M.S.,,Dollars,$,complete,2,93
13064,,ST.LOUIS CLUB,DINNER,,"ST. LOUIS CLUB, [?ST. LOUIS, MO?]",CARD; COL; 3.5X4.5;,OTHER (POSSIBLY A PRIVATE DINNER);,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES;,1900-1113,,,2/16/1900,St.Louis Club,,,,complete,2,26
13065,,U.S.M.S.,DINNER,NAV;,"""NEW YORK""",CARD; ILLUS; COL; 4.6.25;,,INCLUDES PRICED WINE LIST; SERVICE FLAG AT TOP OF MENU;,1900-1115,,,2/16/1900,U.S.M.S.,,Dollars,$,complete,2,103
13066,,RED STAR LINE,BREAKFAST,COMMERCIAL,S.S. WESTERNLAND,BROADSIDE; ILLUS; COL; 5X8;,,MARINE SKETCH AT TOP OF MENU;,1900-1116,,,2/16/1900,Red Star Line,,,,complete,2,17
13067,,RED STAR LINE,LUNCH,COMMERCIAL,S.S. WESTERNLAND,BROADSIDE; ILLUS; COL; 5X8;,,DECORATIVE BORDER;,1900-1117,,,2/16/1900,Red Star Line,,,,complete,2,21
13069,,MILLS HOTEL RESTAURANT,DAILY MENU,COMMERCIAL,"BLEECKER, THOMPSON AND SULLIVAN STREETS",CARD; 3.75 X 6;,,21 MEAL TICKETS MAY BE BOUGHT FOR $3.00; TABLE D'HOTE MENU;,1900-2078,,,2/5/1900,Mills Hotel Restaurant,,,,complete,2,53
